country_region_code,country_region,,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-24,10,14,43,-7,-3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-25,5,23,35,-6,11,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-26,4,15,12,-9,11,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-27,4,18,39,-7,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-28,2,14,26,-9,12,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-29,0,14,3,-9,9,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-30,4,19,25,-9,-2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-01,12,32,39,-3,-4,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-02,9,22,36,-4,12,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-03,10,20,33,-3,13,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-04,14,30,54,3,10,-5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-05,29,39,141,-13,-56,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-06,11,27,64,-6,-12,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-07,8,23,36,-5,-8,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-08,15,15,32,1,-8,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-09,9,23,42,-3,12,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-10,9,18,33,-3,13,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-11,4,17,42,-6,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-12,4,16,31,-7,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-13,2,16,22,-5,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-14,7,20,34,-6,-1,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-15,15,33,47,-2,-2,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-16,10,24,47,-2,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-17,9,19,39,-2,13,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-18,5,19,42,-5,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-19,5,15,35,-6,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-20,5,19,33,-3,10,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-21,9,20,42,-5,-1,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-22,17,15,49,-1,-4,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-23,10,26,48,-2,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-24,10,20,39,-1,14,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-25,6,18,40,-4,12,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-26,6,17,34,-6,13,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-27,5,20,32,-4,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-28,10,21,41,-5,-1,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-29,14,32,40,-4,-2,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-30,9,21,40,-3,13,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-05-31,19,26,48,3,14,-6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-01,24,38,104,-18,-50,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-02,2,15,30,-8,12,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-03,3,20,30,-4,10,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-04,7,21,47,-3,-4,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-05,14,30,34,-4,-10,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-06,21,30,91,-18,-57,13
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-07,6,17,24,-3,14,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-08,5,17,42,-6,12,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-09,3,14,27,-8,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-10,2,15,22,-6,12,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-11,7,19,33,-9,0,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-12,13,13,41,-6,-2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-13,10,25,40,-3,13,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-14,6,13,11,-6,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-15,2,16,21,-8,11,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-16,5,15,32,-7,13,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-17,4,18,29,-5,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-18,7,18,32,-8,-2,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-19,12,30,34,-6,-2,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-20,11,24,44,-3,12,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-21,10,18,31,-3,12,-3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-22,6,18,39,-5,10,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-23,-6,3,-5,-14,11,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-24,4,18,13,-8,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-25,7,18,23,-9,-1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-26,11,9,21,-9,-4,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-27,5,17,11,-8,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-28,7,14,9,-8,11,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-29,0,11,2,-12,9,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-06-30,-3,5,-7,-15,10,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-01,6,19,16,-7,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-02,7,18,17,-11,-3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-03,11,29,14,-11,-3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-04,11,22,27,-6,11,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-05,10,16,17,-6,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-06,6,17,22,-8,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-07,2,10,6,-12,11,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-08,3,15,9,-9,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-09,8,19,20,-11,-3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-10,12,9,19,-10,-5,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-11,8,21,21,-8,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-12,10,17,24,-5,11,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-13,-8,0,-2,-14,8,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-14,4,15,19,-11,10,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-15,3,19,17,-7,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-16,3,17,16,-13,-3,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-17,10,26,26,-10,-4,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-18,3,13,16,-10,6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-19,10,16,29,-5,10,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-20,6,17,32,-8,6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-21,2,11,15,-13,4,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-22,2,15,22,-10,2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-23,0,13,13,-15,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-24,6,7,19,-14,-7,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-25,13,29,49,-7,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-26,13,22,36,-7,0,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-27,8,19,47,-9,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-28,6,17,36,-11,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-29,4,20,32,-10,-6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-30,1,18,27,-13,-12,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-07-31,3,22,7,-14,-12,1
